Nb_Locations : 141
 
from,to,distance,speed,duration 
16,1,51.718,1.341,38.5667,
16,2,51.871,1.33803,38.7667,
16,3,46.123,1.32284,34.8667,
16,4,65.662,1.45754,45.05,
16,5,47.225,1.29089,36.5833,
16,6,41.478,1.29619,32,
16,7,51.02,1.3752,37.1,
16,8,52.381,1.39559,37.5333,
16,9,50.991,1.38563,36.8,
16,10,31.057,1.1439,27.15,
16,11,49.153,1.29067,38.0833,
16,12,52.857,1.39219,37.9667,
16,13,52.838,1.2993,40.6667,
16,14,52.243,1.31982,39.5833,
16,15,52.085,1.42829,36.4667,
16,16,0,0,0,
16,17,45.159,1.34335,33.6167,
16,18,44.75,1.1928,37.5167,
16,19,52.696,1.37051,38.45,
16,20,48.534,1.32849,36.5333,
16,21,51.503,1.35832,37.9167,
16,22,29.578,0.910559,32.4833,
16,23,47.993,1.29711,37,
16,24,51.735,1.36324,37.95,
16,25,43.057,1.1818,36.4333,
16,26,47.252,1.27078,37.1833,
16,27,51.335,1.37321,37.3833,
16,28,41.308,1.27232,32.4667,
16,29,52.292,1.2801,40.85,
16,30,33.273,0.954749,34.85,
16,31,50.254,1.26372,39.7667,
16,32,49.379,1.3023,37.9167,
16,33,49.291,1.2926,38.1333,
16,34,49.967,1.38733,36.0167,
16,35,47.855,1.28931,37.1167,
16,36,51.347,1.30932,39.2167,
16,37,51.63,1.37314,37.6,
16,38,49.061,1.30481,37.6,
16,39,49.859,1.39466,35.75,
16,40,53.324,1.37551,38.7667,
16,41,53.286,1.38645,38.4333,
16,42,44.443,1.18515,37.5,
16,43,46.829,1.29421,36.1833,
16,44,46.955,1.25716,37.35,
16,45,46.014,1.27521,36.0833,
16,46,50.019,1.40832,35.5167,
16,47,46.115,1.32261,34.8667,
16,48,47.629,1.24196,38.35,
16,49,51.728,1.3224,39.1167,
16,50,48.217,1.23951,38.9,
16,51,50.164,1.32068,37.9833,
16,52,47.352,1.28383,36.8833,
16,53,53.349,1.41197,37.7833,
16,54,35.534,1.03447,34.35,
16,55,46.714,1.29104,36.1833,
16,56,52.725,1.38811,37.9833,
16,57,51.079,1.33948,38.1333,
16,58,46.278,1.31285,35.25,
16,59,45.113,1.35814,33.2167,
16,60,50.211,1.26105,39.8167,
16,61,51.893,1.3438,38.6167,
16,62,46.817,1.28618,36.4,
16,63,47.071,1.27391,36.95,
16,64,50.114,1.36056,36.8333,
16,65,47.141,1.24164,37.9667,
16,66,46.367,1.33239,34.8,
16,67,47.042,1.24231,37.8667,
16,68,49.543,1.43672,34.4833,
16,69,48.282,1.22595,39.3833,
16,70,53.107,1.37761,38.55,
16,71,51.215,1.27137,40.2833,
16,72,42.855,1.22036,35.1167,
16,73,47.537,1.28305,37.05,
16,74,45.736,1.29932,35.2,
16,75,41.047,1.18008,34.7833,
16,76,52.539,1.43615,36.5833,
16,77,51.358,1.38431,37.1,
16,78,45.253,1.31232,34.4833,
16,79,46.937,1.27546,36.8,
16,80,50.766,1.2718,39.9167,
16,81,51.625,1.43602,35.95,
16,82,44.345,1.34447,32.9833,
16,83,49.925,1.39131,35.8833,
16,84,51.801,1.35368,38.2667,
16,85,51.076,1.38043,37,
16,86,46.703,1.31065,35.6333,
16,87,46.08,1.27587,36.1167,
16,88,49.941,1.26273,39.55,
16,89,50.762,1.24876,40.65,
16,90,50.722,1.37086,37,
16,91,44.589,1.16067,38.4167,
16,92,52.017,1.32979,39.1167,
16,93,49.384,1.27006,38.8833,
16,94,50.147,1.35289,37.0667,
16,95,41.702,1.27205,32.7833,
16,96,53.517,1.38885,38.5333,
16,97,51.589,1.29838,39.7333,
16,98,47.962,1.23401,38.8667,
16,99,57.664,1.44521,39.9,
16,100,51.674,1.25524,41.1667,
16,101,48.047,1.25449,38.3,
16,102,51.403,1.461,35.1833,
16,103,51.424,1.37009,37.5333,
16,104,51.58,1.35677,38.0167,
16,105,50.519,1.32306,38.1833,
16,106,52.963,1.38526,38.2333,
16,107,50.654,1.38588,36.55,
16,108,48.866,1.22369,39.9333,
16,109,30.695,1.13826,26.9667,
16,110,33.528,1.16754,28.7167,
16,111,34.907,1.21557,28.7167,
16,112,48.015,1.25093,38.3833,
16,113,44.735,1.34609,33.2333,
16,114,46.188,1.30046,35.5167,
16,115,51.641,1.34423,38.4167,
16,116,53.541,1.35891,39.4,
16,117,47.402,1.2238,38.7333,
16,118,51.144,1.33768,38.2333,
16,119,34.282,1.09469,31.3167,
16,120,41.676,1.26355,32.9833,
16,121,52.858,1.38311,38.2167,
16,122,45.82,1.29557,35.3667,
16,123,34.471,1.06502,32.3667,
16,124,35.444,1.1795,30.05,
16,125,50.831,1.36704,37.1833,
16,126,32.874,1.13294,29.0167,
16,127,48.081,1.23022,39.0833,
16,128,50.238,1.38333,36.3167,
16,129,49.431,1.253,39.45,
16,130,42.216,1.21953,34.6167,
16,131,46.904,1.28739,36.4333,
16,132,50.914,1.32589,38.4,
16,133,51.927,1.42918,36.3333,
16,134,50.904,1.35804,37.4833,
16,135,46.431,1.25829,36.9,
16,136,49.588,1.2475,39.75,
16,137,36.467,1.14496,31.85,
16,138,46.836,1.22822,38.1333,
16,139,44.903,1.34373,33.4167,
16,140,46.78,1.23702,37.8167,
17,0,8.342,0.730686,11.4167,
17,1,11.191,0.888175,12.6,
17,2,11.344,0.885098,12.8167,
17,3,1.173,0.495634,2.36667,
17,4,23,1.21053,19,
17,5,3.271,0.533315,6.13333,
17,6,5.243,0.731581,7.16667,
17,7,10.494,0.941166,11.15,
17,8,9.719,0.84513,11.5,
17,9,5.309,0.571885,9.28333,
17,10,23.181,1.29987,17.8333,
17,11,6.024,0.569197,10.5833,
17,12,10.447,0.858658,12.1667,
17,13,5.541,0.557819,9.93333,
17,14,6.319,0.551076,11.4667,
17,15,9.423,0.903163,10.4333,
17,16,45.88,1.35606,33.8333,
17,17,0,0,0,
17,18,2.679,0.454068,5.9,
17,19,6.577,0.545055,12.0667,
17,20,3.593,0.540301,6.65,
17,21,6.019,0.560776,10.7333,
17,22,34.584,1.29934,26.6167,
17,23,2.728,0.574316,4.75,
17,24,6.897,0.550293,12.5333,
17,25,13.576,0.930926,14.5833,
17,26,2.303,0.491744,4.68333,
17,27,5.85,0.573529,10.2,
17,28,6.152,0.667486,9.21667,
17,29,5.329,0.564912,9.43333,
17,30,30.397,1.04457,29.1,
17,31,4.86,0.512478,9.48333,
17,32,5.675,0.563742,10.0667,
17,33,6.162,0.579498,10.6333,
17,34,9.44,0.937748,10.0667,
17,35,3.872,0.515122,7.51667,
17,36,4.384,0.560853,7.81667,
17,37,9.219,0.885024,10.4167,
17,38,5.932,0.587327,10.1,
17,39,9.332,0.953867,9.78333,
17,40,6.508,0.579347,11.2333,
17,41,10.624,0.857927,12.3833,
17,42,3.517,0.476343,7.38333,
17,43,8.414,0.819545,10.2667,
17,44,12.586,0.901146,13.9667,
17,45,2.496,0.546569,4.56667,
17,46,9.492,0.992195,9.56667,
17,47,2.469,0.503878,4.9,
17,48,13.26,0.885969,14.9667,
17,49,10.022,0.901529,11.1167,
17,50,9.802,0.754968,12.9833,
17,51,8.412,0.828768,10.15,
17,52,8.937,0.814924,10.9667,
17,53,10.938,0.9115,12,
17,54,22.618,0.984819,22.9667,
17,55,1.764,0.476757,3.7,
17,56,6.582,0.532955,12.35,
17,57,5.184,0.603961,8.58333,
17,58,2.306,0.501304,4.6,
17,59,2.651,0.535556,4.95,
17,60,5.141,0.534593,9.61667,
17,61,10.629,0.867673,12.25,
17,62,1.868,0.478974,3.9,
17,63,3.117,0.480771,6.48333,
17,64,9.587,0.882239,10.8667,
17,65,9.895,0.764093,12.95,
17,66,3.719,0.59504,6.25,
17,67,10.91,0.755889,14.4333,
17,68,9.017,1.05875,8.51667,
17,69,11.037,0.778167,14.1833,
17,70,10.696,0.837807,12.7667,
17,71,5.204,0.530119,9.81667,
17,72,6.223,0.577094,10.7833,
17,73,9.122,0.808449,11.2833,
17,74,1.51,0.427358,3.53333,
17,75,6.614,0.578484,11.4333,
17,76,10.128,0.937778,10.8,
17,77,9.687,0.884658,10.95,
17,78,2.815,0.482571,5.83333,
17,79,1.752,0.423871,4.13333,
17,80,5.761,0.540939,10.65,
17,81,8.963,0.905354,9.9,
17,82,1.769,0.549948,3.21667,
17,83,9.399,0.946208,9.93333,
17,84,6.836,0.538268,12.7,
17,85,10.549,0.954661,11.05,
17,86,11.477,0.942025,12.1833,
17,87,11.71,0.919634,12.7333,
17,88,6.812,0.565311,12.05,
17,89,7.633,0.580456,13.15,
17,90,10.195,0.922624,11.05,
17,91,13.081,0.960661,13.6167,
17,92,11.154,0.843934,13.2167,
17,93,5.537,0.534976,10.35,
17,94,3.185,0.562059,5.66667,
17,95,5.468,0.687799,7.95,
17,96,11.107,0.871137,12.75,
17,97,4.626,0.55512,8.33333,
17,98,11.346,0.771837,14.7,
17,99,15.254,1.08184,14.1,
17,100,5.452,0.516777,10.55,
17,101,9.632,0.77782,12.3833,
17,102,8.741,0.957044,9.13333,
17,103,5.939,0.573816,10.35,
17,104,11.054,0.917344,12.05,
17,105,3.556,0.524226,6.78333,
17,106,6.868,0.581213,11.8167,
17,107,10.127,0.955377,10.6,
17,108,8.521,0.577043,14.7667,
17,109,23.916,1.25984,18.9833,
17,110,25.932,1.3075,19.8333,
17,111,20.04,1.09012,18.3833,
17,112,3.066,0.519661,5.9,
17,113,0.742,0.458969,1.61667,
17,114,1.105,0.483942,2.28333,
17,115,11.115,0.891578,12.4667,
17,116,5.933,0.547662,10.8333,
17,117,13.033,0.849978,15.3333,
17,118,5.141,0.676447,7.6,
17,119,21.941,1.08709,20.1833,
17,120,4.56,0.680597,6.7,
17,121,6.455,0.540922,11.9333,
17,122,2.206,0.645659,3.41667,
17,123,24.857,1.12475,22.1,
17,124,19.853,1.11743,17.7667,
17,125,5.258,0.679914,7.73333,
17,126,24.883,1.2298,20.2333,
17,127,11.225,0.775922,14.4667,
17,128,9.711,0.936752,10.3667,
17,129,5.455,0.577249,9.45,
17,130,4.762,0.535056,8.9,
17,131,8.489,0.807195,10.5167,
17,132,3.951,0.564429,7,
17,133,9.265,0.900972,10.2833,
17,134,5.743,0.652614,8.8,
17,135,2.065,0.422867,4.88333,
17,136,5.612,0.57559,9.75,
17,137,20.876,1.06783,19.55,
17,138,12.467,0.846176,14.7333,
17,139,3.151,0.57465,5.48333,
17,140,12.411,0.860879,14.4167,
18,0,10.83,0.71172,15.2167,
18,1,12.897,0.826731,15.6,
18,2,13.05,0.825079,15.8167,
18,3,3.764,0.481535,7.81667,
18,4,25.542,1.15227,22.1667,
18,5,2.034,0.374356,5.43333,
18,6,3.623,0.567572,6.38333,
18,7,12.199,0.86212,14.15,
18,8,12.26,0.83686,14.65,
18,9,8.6,0.692617,12.4167,
18,10,15.652,0.761037,20.5667,
18,11,4.788,0.483636,9.9,
18,12,14.036,0.935733,15,
18,13,8.249,0.545088,15.1333,
18,14,8.861,0.555549,15.95,
18,15,11.965,0.880859,13.5833,
18,16,45.901,1.29664,35.4,
18,17,3.369,0.45527,7.4,
18,18,0,0,0,
18,19,12.575,0.807816,15.5667,
18,20,2.356,0.39486,5.96667,
18,21,9.113,0.674205,13.5167,
18,22,33.027,1.20463,27.4167,
18,23,5.338,0.529388,10.0833,
18,24,12.914,0.860933,15,
18,25,16.064,0.868324,18.5,
18,26,3.688,0.472821,7.8,
18,27,8.945,0.68896,12.9833,
18,28,3.536,0.463231,7.63333,
18,29,7.872,0.564976,13.9333,
18,30,32.884,0.995982,33.0167,
18,31,5.889,0.509135,11.5667,
18,32,5.014,0.516021,9.71667,
18,33,4.926,0.495906,9.93333,
18,34,11.146,0.85301,13.0667,
18,35,8.59,0.656561,13.0833,
18,36,7.06,0.590795,11.95,
18,37,11.761,0.86584,13.5833,
18,38,4.696,0.499574,9.4,
18,39,11.037,0.862266,12.8,
18,40,9.196,0.574152,16.0167,
18,41,13.165,0.846624,15.55,
18,42,2.237,0.344154,6.5,
18,43,6.857,0.619608,11.0667,
18,44,11.029,0.746885,14.7667,
18,45,5.106,0.515758,9.9,
18,46,11.198,0.891088,12.5667,
18,47,0.801,0.289518,2.76667,
18,48,9.771,0.598224,16.3333,
18,49,12.463,0.825364,15.1,
18,50,8.245,0.598186,13.7833,
18,51,10.9,0.781362,13.95,
18,52,7.38,0.626308,11.7833,
18,53,14.527,0.979348,14.8333,
18,54,21.06,0.885494,23.7833,
18,55,3.259,0.449517,7.25,
18,56,12.604,0.834702,15.1,
18,57,7.85,0.69469,11.3,
18,58,0.964,0.304421,3.16667,
18,59,5.849,0.636915,9.18333,
18,60,5.847,0.503329,11.6167,
18,61,13.072,0.834383,15.6667,
18,62,4.459,0.476898,9.35,
18,63,1.881,0.325245,5.78333,
18,64,11.292,0.813349,13.8833,
18,65,8.338,0.605666,13.7667,
18,66,7.103,0.658702,10.7833,
18,67,9.09,0.567534,16.0167,
18,68,10.722,0.930999,11.5167,
18,69,9.12,0.59543,15.3167,
18,70,14.285,0.915705,15.6,
18,71,6.851,0.566979,12.0833,
18,72,4.767,0.487257,9.78333,
18,73,7.565,0.64383,11.75,
18,74,4.064,0.497633,8.16667,
18,75,5.158,0.495168,10.4167,
18,76,13.717,1.00614,13.6333,
18,77,12.536,0.885936,14.15,
18,78,1.161,0.368571,3.15,
18,79,3.154,0.449501,7.01667,
18,80,6.401,0.54554,11.7333,
18,81,11.504,0.880408,13.0667,
18,82,5.081,0.567709,8.95,
18,83,11.104,0.858557,12.9333,
18,84,12.98,0.847443,15.3167,
18,85,12.255,0.872242,14.05,
18,86,10.275,0.767746,13.3833,
18,87,10.153,0.750222,13.5333,
18,88,5.576,0.491278,11.35,
18,89,6.397,0.513815,12.45,
18,90,11.9,0.846975,14.05,
18,91,15.522,0.881932,17.6,
18,92,13.195,0.816186,16.1667,
18,93,5.019,0.469797,10.6833,
18,94,5.861,0.598061,9.8,
18,95,2.916,0.417566,6.98333,
18,96,14.695,0.942995,15.5833,
18,97,7.302,0.585722,12.4667,
18,98,9.429,0.596143,15.8167,
18,99,18.842,1.11272,16.9333,
18,100,7.309,0.563676,12.9667,
18,101,8.075,0.611742,13.2,
18,102,11.283,0.917317,12.3,
18,103,9.034,0.687868,13.1333,
18,104,12.759,0.847774,15.05,
18,105,6.232,0.57087,10.9167,
18,106,12.843,0.836678,15.35,
18,107,11.833,0.870074,13.6,
18,108,7.285,0.517891,14.0667,
18,109,23.937,1.16482,20.55,
18,110,24.375,1.18134,20.6333,
18,111,18.482,0.96344,19.1833,
18,112,5.676,0.505282,11.2333,
18,113,4.208,0.521653,8.06667,
18,114,2.357,0.422149,5.58333,
18,115,12.82,0.828879,15.4667,
18,116,8.475,0.552717,15.3333,
18,117,9.723,0.565839,17.1833,
18,118,7.683,0.714698,10.75,
18,119,20.384,0.970667,21,
18,120,2.939,0.505272,5.81667,
18,121,12.737,0.830674,15.3333,
18,122,4.816,0.5504,8.75,
18,123,23.3,1.01747,22.9,
18,124,18.296,0.985422,18.5667,
18,125,7.8,0.715596,10.9,
18,126,23.326,1.109,21.0333,
18,127,9.308,0.596667,15.6,
18,128,11.416,0.854065,13.3667,
18,129,8.064,0.545479,14.7833,
18,130,2.449,0.410447,5.96667,
18,131,6.932,0.612548,11.3167,
18,132,6.627,0.59524,11.1333,
18,133,11.806,0.87777,13.45,
18,134,8.284,0.692256,11.9667,
18,135,2.091,0.352416,5.93333,
18,136,9.515,0.665385,14.3,
18,137,19.319,0.94856,20.3667,
18,138,10.909,0.702296,15.5333,
18,139,5.639,0.599894,9.4,
18,140,9.1,0.559426,16.2667,
19,0,14.403,0.886338,16.25,
19,1,5.157,0.516561,9.98333,
19,2,5.121,0.510399,10.0333,
19,3,5.535,0.482003,11.4833,
19,4,16.648,1.09526,15.2,
19,5,11.234,0.956085,11.75,
19,6,12.6,1.03562,12.1667,
19,7,2.135,0.438699,4.86667,
19,8,1.49,0.370954,4.01667,
19,9,1.66,0.403239,4.11667,
19,10,30.087,1.38756,21.6833,
19,11,5.056,0.5925,8.53333,
19,12,6.134,0.520566,11.7833,
19,13,1.053,0.415658,2.53333,
19,14,0.457,0.258679,1.76667,
19,15,0.609,0.320526,1.9,
19,16,52.786,1.40016,37.7,
19,17,6.592,0.528064,12.4833,
19,18,11.878,0.910192,13.05,
19,19,0,0,0,
19,20,10.866,0.955953,11.3667,
19,21,1.512,0.358577,4.21667,
19,22,38.862,1.37079,28.35,
19,23,5.088,0.475514,10.7,
19,24,0.558,0.259535,2.15,
19,25,17.584,0.748255,23.5,
19,26,5.663,0.519541,10.9,
19,27,1.231,0.299028,4.11667,
19,28,13.508,0.951268,14.2,
19,29,2.007,0.470391,4.26667,
19,30,39.725,1.09637,36.2333,
19,31,3.807,0.523899,7.26667,
19,32,4.195,0.528782,7.93333,
19,33,4.189,0.566081,7.4,
19,34,4.13,0.568349,7.26667,
19,35,6.431,0.508379,12.65,
19,36,2.258,0.467172,4.83333,
19,37,0.99,0.373585,2.65,
19,38,4.963,0.617801,8.03333,
19,39,3.865,0.492357,7.85,
19,40,0.836,0.366131,2.28333,
19,41,4.069,0.522784,7.78333,
19,42,12.693,0.876387,14.4833,
19,43,7.251,0.611899,11.85,
19,44,8.117,0.677357,11.9833,
19,45,6.439,0.513068,12.55,
19,46,4.398,0.573652,7.66667,
19,47,12.243,0.915935,13.3667,
19,48,7.441,0.676455,11,
19,49,12.816,0.699055,18.3333,
19,50,7.253,0.588081,12.3333,
19,51,11.253,0.647344,17.3833,
19,52,6.258,0.58034,10.7833,
19,53,6.866,0.543483,12.6333,
19,54,26.896,1.08891,24.7,
19,55,6.126,0.505585,12.1167,
19,56,0.131,0.0893182,1.46667,
19,57,2.681,0.411407,6.51667,
19,58,8.074,0.558111,14.4667,
19,59,6.52,0.508713,12.8167,
19,60,3.29,0.548333,6,
19,61,6.272,0.582539,10.7667,
19,62,5.305,0.466716,11.3667,
19,63,11.7,0.904639,12.9333,
19,64,4.027,0.578038,6.96667,
19,65,7.529,0.628289,11.9833,
19,66,6.342,0.519836,12.2,
19,67,7.768,0.632402,12.2833,
19,68,4.354,0.643448,6.76667,
19,69,6.791,0.681371,9.96667,
19,70,6.214,0.517115,12.0167,
19,71,2.293,0.439553,5.21667,
19,72,15.184,0.923976,16.4333,
19,73,6.573,0.624019,10.5333,
19,74,12.604,0.9453,13.3333,
19,75,17.46,1.05075,16.6167,
19,76,6.056,0.529679,11.4333,
19,77,0.927,0.317829,2.91667,
19,78,12.121,0.960713,12.6167,
19,79,6.311,0.491766,12.8333,
19,80,2.85,0.472376,6.03333,
19,81,1.302,0.365047,3.56667,
19,82,11.921,0.979808,12.1667,
19,83,3.931,0.492401,7.98333,
19,84,0.712,0.272102,2.61667,
19,85,1.668,0.394016,4.23333,
19,86,21.997,1.17005,18.8,
19,87,7.901,0.663021,11.9167,
19,88,4.492,0.548921,8.18333,
19,89,4.689,0.589811,7.95,
19,90,4.48,0.601342,7.45,
19,91,15.875,0.762,20.8333,
19,92,4.599,0.533733,8.61667,
19,93,5.147,0.565604,9.1,
19,94,4.334,0.522169,8.3,
19,95,12.824,0.991546,12.9333,
19,96,6.269,0.506245,12.3833,
19,97,2.388,0.450566,5.3,
19,98,7.099,0.67717,10.4833,
19,99,15.585,1.12935,13.8,
19,100,3.746,0.476186,7.86667,
19,101,7.083,0.603665,11.7333,
19,102,1.29,0.418378,3.08333,
19,103,1.786,0.399851,4.46667,
19,104,1.896,0.396376,4.78333,
19,105,4.042,0.477402,8.46667,
19,106,0.476,0.272,1.75,
19,107,5.033,0.578506,8.7,
19,108,5.621,0.641179,8.76667,
19,109,30.822,1.34987,22.8333,
19,110,30.211,1.40082,21.5667,
19,111,24.318,1.20885,20.1167,
19,112,4.317,0.42532,10.15,
19,113,7.144,0.539849,13.2333,
19,114,6.948,0.535835,12.9667,
19,115,6.02,0.570616,10.55,
19,116,1.053,0.361029,2.91667,
19,117,7.758,0.609267,12.7333,
19,118,2.746,0.416061,6.6,
19,119,26.219,1.1963,21.9167,
19,120,11.916,1.01846,11.7,
19,121,0.173,0.142192,1.21667,
19,122,6.244,0.531404,11.75,
19,123,29.136,1.22249,23.8333,
19,124,24.132,1.23754,19.5,
19,125,2.66,0.40303,6.6,
19,126,29.162,1.32756,21.9667,
19,127,6.978,0.68078,10.25,
19,128,3.372,0.500792,6.73333,
19,129,5.602,0.462975,12.1,
19,130,13.79,0.918313,15.0167,
19,131,7.325,0.605372,12.1,
19,132,3.21,0.514973,6.23333,
19,133,1.036,0.367811,2.81667,
19,134,3.145,0.409328,7.68333,
19,135,7.177,0.506612,14.1667,
19,136,5.512,0.467779,11.7833,
19,137,25.154,1.18186,21.2833,
19,138,7.975,0.623859,12.7833,
19,139,12.48,0.989168,12.6167,
19,140,7.778,0.620585,12.5333,
20,0,12.055,0.722577,16.6833,
20,1,12.237,0.891044,13.7333,
20,2,11.823,0.858814,13.7667,
20,3,2.925,0.417857,7,
20,4,23.835,1.22966,19.3833,
20,5,0.228,0.285,0.8,
20,6,4.848,0.61758,7.85,
20,7,8.137,0.659757,12.3333,
20,8,10.553,0.88805,11.8833,
20,9,6.893,0.715536,9.63333,
20,10,19.692,0.95515,20.6167,
20,11,3.081,0.432927,7.11667,
20,12,11.281,0.898884,12.55,
20,13,6.542,0.529717,12.35,
20,14,7.154,0.542655,13.1833,
20,15,10.258,0.948351,10.8167,
20,16,47.126,1.27828,36.8667,
20,17,3.622,0.519904,6.96667,
20,18,1.661,0.425897,3.9,
20,19,10.868,0.849063,12.8,
20,20,0,0,0,
20,21,7.406,0.68893,10.75,
20,22,31.32,1.27059,24.65,
20,23,5.591,0.579378,9.65,
20,24,10.899,0.894583,12.1833,
20,25,17.29,0.865943,19.9667,
20,26,3.053,0.468491,6.51667,
20,27,7.238,0.70845,10.2167,
20,28,5.119,0.615511,8.31667,
20,29,6.165,0.552915,11.15,
20,30,34.11,0.989174,34.4833,
20,31,4.182,0.475227,8.8,
20,32,3.307,0.476971,6.93333,
20,33,3.219,0.449163,7.16667,
20,34,11.52,0.940408,12.25,
20,35,8.727,0.70379,12.4,
20,36,5.353,0.583964,9.16667,
20,37,10.054,0.929492,10.8167,
20,38,2.989,0.451738,6.61667,
20,39,11.254,0.876935,12.8333,
20,40,7.489,0.565919,13.2333,
20,41,11.458,0.897493,12.7667,
20,42,2.476,0.462804,5.35,
20,43,4.604,0.59279,7.76667,
20,44,8.802,0.692163,12.7167,
20,45,5.359,0.566092,9.46667,
20,46,8.643,0.692363,12.4833,
20,47,2.026,0.478583,4.23333,
20,48,7.878,0.619502,12.7167,
20,49,13.689,0.826298,16.5667,
20,50,5.992,0.570667,10.5,
20,51,12.125,0.786486,15.4167,
20,52,5.127,0.604361,8.48333,
20,53,11.773,0.950713,12.3833,
20,54,19.353,0.921571,21,
20,55,2.624,0.439777,5.96667,
20,56,10.897,0.883541,12.3333,
20,57,6.143,0.719883,8.53333,
20,58,1.968,0.464882,4.23333,
20,59,7.074,0.664225,10.65,
20,60,4.14,0.468679,8.83333,
20,61,11.463,0.907361,12.6333,
20,62,3.999,0.518229,7.71667,
20,63,1.306,0.349821,3.73333,
20,64,11.416,0.955314,11.95,
20,65,6.085,0.581369,10.4667,
20,66,6.582,0.590314,11.15,
20,67,7.101,0.594226,11.95,
20,68,8.168,0.714402,11.4333,
20,69,7.228,0.618659,11.6833,
20,70,11.531,0.876882,13.15,
20,71,5.144,0.553118,9.3,
20,72,4.712,0.553268,8.51667,
20,73,5.312,0.604782,8.78333,
20,74,4.197,0.519216,8.08333,
20,75,5.392,0.587151,9.18333,
20,76,10.963,0.980298,11.1833,
20,77,10.522,0.927048,11.35,
20,78,2.386,0.516823,4.61667,
20,79,2.344,0.418571,5.6,
20,80,4.695,0.524581,8.95,
20,81,9.797,0.952707,10.2833,
20,82,5.489,0.593405,9.25,
20,83,11.32,0.873008,12.9667,
20,84,8.223,0.646632,12.7167,
20,85,10.732,0.888166,12.0833,
20,86,11.5,0.774411,14.85,
20,87,7.926,0.690218,11.4833,
20,88,3.869,0.450757,8.58333,
20,89,4.69,0.484337,9.68333,
20,90,11.869,0.954611,12.4333,
20,91,16.747,0.878339,19.0667,
20,92,11.988,0.881471,13.6,
20,93,3.312,0.419241,7.9,
20,94,4.154,0.590616,7.03333,
20,95,4.141,0.490059,8.45,
20,96,11.941,0.909213,13.1333,
20,97,5.595,0.576804,9.7,
20,98,7.536,0.617705,12.2,
20,99,16.088,1.11079,14.4833,
20,100,5.602,0.549216,10.2,
20,101,5.822,0.588081,9.9,
20,102,9.576,1.00623,9.51667,
20,103,7.327,0.706785,10.3667,
20,104,10.96,0.866403,12.65,
20,105,4.525,0.555215,8.15,
20,106,11.136,0.886154,12.5667,
20,107,9.279,0.686486,13.5167,
20,108,5.578,0.493628,11.3,
20,109,19.652,0.946324,20.7667,
20,110,22.668,1.26873,17.8667,
20,111,16.775,1.02183,16.4167,
20,112,4.85,0.499142,9.71667,
20,113,4.462,0.583268,7.65,
20,114,2.611,0.50699,5.15,
20,115,11.887,0.897132,13.25,
20,116,6.768,0.538568,12.5667,
20,117,7.734,0.589632,13.1167,
20,118,5.976,0.748559,7.98333,
20,119,18.677,1.02527,18.2167,
20,120,4.165,0.571854,7.28333,
20,121,11.03,0.877719,12.5667,
20,122,5.069,0.60828,8.33333,
20,123,21.593,1.0725,20.1333,
20,124,16.589,1.05105,15.7833,
20,125,6.093,0.750678,8.11667,
20,126,21.619,1.18352,18.2667,
20,127,7.415,0.619638,11.9667,
20,128,10.761,0.919744,11.7,
20,129,7.898,0.666498,11.85,
20,130,3.721,0.540581,6.88333,
20,131,4.679,0.583659,8.01667,
20,132,4.921,0.589341,8.35,
20,133,10.099,0.945304,10.6833,
20,134,6.577,0.716189,9.18333,
20,135,1.758,0.446949,3.93333,
20,136,7.808,0.676994,11.5333,
20,137,17.612,1.00163,17.5833,
20,138,7.308,0.586988,12.45,
20,139,6.865,0.631748,10.8667,
20,140,7.111,0.582869,12.2,
21,0,10.267,0.626673,16.3833,
21,1,5.207,0.514695,10.1167,
21,2,5.36,0.51871,10.3333,
21,3,4.957,0.500707,9.9,
21,4,19.471,1.11688,17.4333,
21,5,7.662,0.745089,10.2833,
21,6,11.358,0.918437,12.3667,
21,7,1.09,0.384706,2.83333,
21,8,2.618,0.468896,5.58333,
21,9,0.744,0.405818,1.83333,
21,10,28.845,1.31813,21.8833,
21,11,5.416,0.566132,9.56667,
21,12,6.154,0.518596,11.8667,
21,13,1.931,0.416763,4.63333,
21,14,1.336,0.376338,3.55,
21,15,1.967,0.41122,4.78333,
21,16,51.544,1.36,37.9,
21,17,6.014,0.551743,10.9,
21,18,8.305,0.716978,11.5833,
21,19,1.512,0.352996,4.28333,
21,20,7.294,0.735529,9.91667,
21,21,0,0,0,
21,22,35.29,1.31271,26.8833,
21,23,4.172,0.494704,8.43333,
21,24,1.474,0.400181,3.68333,
21,25,16.668,0.785609,21.2167,
21,26,5.085,0.545796,9.31667,
21,27,0.428,0.317037,1.35,
21,28,12.266,0.851806,14.4,
21,29,3.497,0.468348,7.46667,
21,30,38.482,1.05623,36.4333,
21,31,3.738,0.479231,7.8,
21,32,4.997,0.578803,8.63333,
21,33,5.222,0.574899,9.08333,
21,34,3.456,0.455736,7.58333,
21,35,5.515,0.531994,10.3667,
21,36,2.531,0.479054,5.28333,
21,37,2.457,0.484934,5.06667,
21,38,5.323,0.587096,9.06667,
21,39,3.348,0.45863,7.3,
21,40,2.325,0.424012,5.48333,
21,41,5.536,0.54186,10.2167,
21,42,9.12,0.70064,13.0167,
21,43,9.12,0.865823,10.5333,
21,44,9.607,0.632733,15.1833,
21,45,5.523,0.537083,10.2833,
21,46,3.508,0.495247,7.08333,
21,47,8.67,0.727552,11.9167,
